id,exchange,pair,base_currency,stake_currency,is_open,fee_open,fee_open_cost,fee_open_currency,fee_close,fee_close_cost,fee_close_currency,open_rate,open_rate_requested,open_trade_value,close_rate,close_rate_requested,realized_profit,close_profit,close_profit_abs,stake_amount,max_stake_amount,amount,amount_requested,open_date,close_date,stop_loss,stop_loss_pct,initial_stop_loss,initial_stop_loss_pct,is_stop_loss_trailing,max_rate,min_rate,exit_reason,exit_order_status,strategy,enter_tag,timeframe,trading_mode,amount_precision,price_precision,precision_mode,precision_mode_price,contract_size,leverage,is_short,liquidation_price,interest_rate,funding_fees,funding_fee_running,record_version
33,binance,OP/USDT:USDT,OP,USDT,0,0.0005,1.62554217,USDT,0.0005,1.635878475,USDT,0.7706,0.7706,3252.70988217,0.7755,0.7755,17.08679813,0.00525309626402979,17.08679813,3251.08434,3251.08434,4218.9,4218.92831171122,"2025-09-10 03:00:35.524017","2025-09-10 12:30:11.366000",0.7321,-0.05,0.7321,-0.05,0,0.7755,0.7612,roi,closed,ImprovedADXRSI,"",60,FUTURES,0.1,0.0001,4,4,1.0,1.0,0,0.0385,0.0,-0.324391221,0.0,2
34,binance,AVAX/USDT:USDT,AVAX,USDT,0,0.0002,0.6393532,USDT,0.0002,0.642818,USDT,26.203,26.203,3197.4053532,26.345,26.345,16.0418288,0.00501713953282312,16.0418288,3196.766,3196.766,122.0,122.458303668053,"2025-09-10 04:00:38.355008","2025-09-10 04:55:12.765000",24.893,-0.05,24.893,-0.05,0,26.345,26.135,roi,closed,ImprovedADXRSI,"",60,FUTURES,1.0,0.001,4,4,1.0,1.0,0,1.31,0.0,0.0,0.0,2
35,binance,AVAX/USDT:USDT,AVAX,USDT,0,0.0002,0.6443308,USDT,0.0002,0.6478932,USDT,26.407,26.407,3222.2983308,26.553,26.553,16.519776,0.0051267059421834,16.519776,3221.654,3221.654,122.0,122.089395553225,"2025-09-10 05:00:38.931233","2025-09-10 06:29:16.464000",25.087,-0.05,25.087,-0.05,0,26.553,26.186,roi,closed,ImprovedADXRSI,"",60,FUTURES,1.0,0.001,4,4,1.0,1.0,0,1.32,0.0,0.0,0.0,2
36,binance,AVAX/USDT:USDT,AVAX,USDT,0,0.0002,0.6476888,USDT,0.0002,0.6527708,USDT,26.764,26.764,3239.0916888,26.974,26.974,24.1095404,0.00744330285041482,24.1095404,3238.444,3238.444,121.0,121.720168788061,"2025-09-10 09:00:33.651922","2025-09-10 11:55:50.866000",25.426,-0.05,25.426,-0.05,0,26.974,26.378,roi,closed,ImprovedADXRSI,"",60,FUTURES,1.0,0.001,4,4,1.0,1.0,0,1.338,0.0,0.0,0.0,2
37,binance,OP/USDT:USDT,OP,USDT,0,0.0005,1.63535125,USDT,0.0002,0.65822367,USDT,0.785,0.785,3272.33785125,0.7899,0.7899,17.47542596,0.00534034893534131,17.47542596,3270.7025,3270.7025,4166.5,4166.57847725456,"2025-09-10 14:00:18.126830","2025-09-11 02:34:55.085000",0.7458,-0.05,0.7458,-0.05,0,0.791,0.7628,roi,closed,ImprovedADXRSI,"",60,FUTURES,0.1,0.0001,4,4,1.0,1.0,0,0.0393,0.0,-0.646849125,0.0,2
38,binance,SOL/USDT:USDT,SOL,USDT,0,0.0002,0.65387246,USDT,0.0005,1.6437874,USDT,224.39,224.39,3270.01617246,225.64,225.64,15.49294888,0.00473788142409853,15.49294888,3269.3623,3269.3623,14.57,14.5762471796641,"2025-09-10 14:00:24.932466","2025-09-11 10:56:12.566000",213.18,-0.05,213.18,-0.05,0,225.64,220.47,roi,closed,ImprovedADXRSI,"",60,FUTURES,0.01,0.01,4,4,1.0,1.0,0,11.22,0.0,-0.421891262978489,0.0,2
39,binance,SUI/USDT:USDT,SUI,USDT,0,0.0002,0.654132528,USDT,0.0005,1.64710672,USDT,3.6108,3.6108,3271.316772528,3.6368,3.6368,20.92179461,0.00639552695895974,20.92179461,3270.66264,3270.66264,905.8,905.828100322597,"2025-09-10 16:00:38.351026","2025-09-11 00:29:33.531000",3.4303,-0.05,3.4303,-0.05,0,3.6368,3.5387,roi,closed,ImprovedADXRSI,"",60,FUTURES,0.1,0.0001,4,4,1.0,1.0,0,0.1805,0.0,-0.3277661412396,0.0,2
40,binance,BTC/USDT:USDT,BTC,USDT,0,0.0002,0.63735056,USDT,0.0002,0.6401024,USDT,113812.6,113812.6,3187.39015056,114304.0,114304.0,12.48174704,0.00391597716326225,12.48174704,3186.7528,3186.7528,0.028,0.0287963664796751,"2025-09-11 01:00:47.975628","2025-09-11 04:00:58.146000",108122.0,-0.05,108122.0,-0.05,0,114389.1,113663.8,exit_signal,closed,ImprovedADXRSI,"",60,FUTURES,0.001,0.1,4,4,1.0,1.0,0,5690.6,0.0,0.0,0.0,2
41,binance,AVAX/USDT:USDT,AVAX,USDT,0,0.0002,0.6524168,USDT,0.0002,0.6559876,USDT,28.868,28.868,3262.7364168,29.026,29.026,16.5455956,0.00507107945183861,16.5455956,3262.084,3262.084,113.0,113.721879745462,"2025-09-11 02:34:56.967099","2025-09-11 03:21:28.261000",27.425,-0.05,27.425,-0.05,0,29.026,28.824,roi,closed,ImprovedADXRSI,"",60,FUTURES,1.0,0.001,4,4,1.0,1.0,0,1.443,0.0,0.0,0.0,2
42,binance,OP/USDT:USDT,OP,USDT,0,0.0002,0.65762477,USDT,0.0005,1.653653155,USDT,0.7885,0.7885,3288.78147477,0.7931,0.7931,16.87118207,0.00512991884666946,16.87118207,3288.12385,3288.12385,4170.1,4170.14922396787,"2025-09-11 03:21:29.613636","2025-09-11 03:52:55.604000",0.7491,-0.05,0.7491,-0.05,0,0.7931,0.7875,roi,closed,ImprovedADXRSI,"",60,FUTURES,0.1,0.0001,4,4,1.0,1.0,0,0.0394,0.0,0.0,0.0,2
43,binance,LTC/USDT:USDT,LTC,USDT,0,0.0002,0.658700936,USDT,0.0002,0.66231924,USDT,116.51,116.51,3294.163380936,117.15,117.15,16.77049982,0.00509097390768604,16.77049982,3293.50468,3293.50468,28.268,28.268004498219,"2025-09-11 03:52:58.037511","2025-09-11 07:42:13.247000",110.69,-0.05,110.69,-0.05,0,117.15,116.01,roi,closed,ImprovedADXRSI,"",60,FUTURES,0.001,0.01,4,4,1.0,1.0,0,5.83,0.0,0.0,0.0,2
44,binance,BTC/USDT:USDT,BTC,USDT,0,0.0002,0.63908152,USDT,0.0005,1.6065266,USDT,114121.7,114121.7,3196.04668152,114751.9,114751.9,15.15694051,0.00474240273073594,15.15694051,3195.4076,3195.4076,0.028,0.028894222197153,"2025-09-11 05:00:52.355479","2025-09-11 22:20:58.399000",108415.7,-0.05,108415.7,-0.05,0,114751.9,113371.2,roi,closed,ImprovedADXRSI,"",60,FUTURES,0.001,0.1,4,4,1.0,1.0,0,5706.1,0.0,-0.243051366701198,0.0,2
45,binance,DOGE/USDT:USDT,DOGE,USDT,0,0.0002,0.66052116,USDT,0.0005,1.66042539,USDT,0.2498,0.2498,3303.26632116,0.25118,0.25118,15.59405286,0.00472079794478208,15.59405286,3302.6058,3302.6058,13221.0,13221.6509831592,"2025-09-11 07:42:15.080215","2025-09-11 10:40:26.129000",0.23731,-0.05,0.23731,-0.05,0,0.25118,0.24871,roi,closed,ImprovedADXRSI,"",60,FUTURES,1.0,1.0e-05,4,4,1.0,1.0,0,0.01249,0.0,-0.329980585662,0.0,2
46,binance,LTC/USDT:USDT,LTC,USDT,0,0.0002,0.661534016,USDT,0.0005,1.60559936,USDT,117.26,117.26,3308.331614016,113.84,113.84,-98.88028778,-0.0298882637281844,-98.88028778,3307.67008,3307.67008,28.208,28.2083108675778,"2025-09-11 10:50:33.384094","2025-09-11 16:00:30.194000",111.4,-0.05,111.4,-0.05,0,117.47,112.91,exit_signal,closed,ImprovedADXRSI,"",60,FUTURES,0.001,0.01,4,4,1.0,1.0,0,5.86,0.0,-0.14179440244624,0.0,2
47,binance,INJ/USDT:USDT,INJ,USDT,0,0.0002,0.6624072,USDT,0.0005,1.642446,USDT,14.154,14.154,3312.6984072,14.038,14.038,-29.77551396,-0.00898829603542667,-29.77551396,3312.036,3312.036,234.0,234.04073991881,"2025-09-11 10:56:14.050294","2025-09-11 17:00:33.138000",13.447,-0.05,13.447,-0.05,0,14.211,13.857,exit_signal,closed,ImprovedADXRSI,"",60,FUTURES,0.1,0.001,4,4,1.0,1.0,0,0.708,0.0,-0.3266607591,0.0,2
48,binance,SOL/USDT:USDT,SOL,USDT,0,0.0002,0.65622372,USDT,0.0002,0.6599544,USDT,226.91,226.91,3281.77482372,228.2,228.2,17.33722188,0.00528287978647715,17.33722188,3281.1186,3281.1186,14.46,14.4608018231039,"2025-09-11 16:00:36.545350","2025-09-11 22:22:58.466000",215.57,-0.05,215.57,-0.05,0,228.27,225.26,roi,closed,ImprovedADXRSI,"",60,FUTURES,0.01,0.01,4,4,1.0,1.0,0,11.35,0.0,0.0,0.0,2
49,binance,SOL/USDT:USDT,SOL,USDT,0,0.0002,0.65601132,USDT,0.0002,0.6596376,USDT,227.94,227.94,3280.71261132,229.2,229.2,16.80798681,0.00512327314254975,16.80798681,3280.0566,3280.0566,14.39,14.3992342152175,"2025-09-11 23:00:24.536617","2025-09-12 00:26:17.883000",216.55,-0.05,216.55,-0.05,0,229.2,227.88,roi,closed,ImprovedADXRSI,"",60,FUTURES,0.01,0.01,4,4,1.0,1.0,0,11.4,0.0,-0.00776426541338428,0.0,2
50,binance,BTC/USDT:USDT,BTC,USDT,0,0.0002,0.64615208,USDT,0.0005,1.6246314,USDT,115384.3,115384.3,3231.40655208,116045.1,116045.1,15.88821999,0.00491681245734092,15.88821999,3230.7604,3230.7604,0.028,0.0284916056705563,"2025-09-12 02:00:26.333001","2025-09-12 18:16:03.061000",109615.1,-0.05,109615.1,-0.05,0,116045.1,114700.0,roi,closed,ImprovedADXRSI,"",60,FUTURES,0.001,0.1,4,4,1.0,1.0,0,5769.2,0.0,-0.343396527264,0.0,2
51,binance,SOL/USDT:USDT,SOL,USDT,0,0.0002,0.6573686,USDT,0.0002,0.66138436,USDT,232.45,232.45,3287.5003686,233.87,233.87,18.76004704,0.00570647754725243,18.76004704,3286.843,3286.843,14.14,14.1427574797727,"2025-09-12 02:00:31.621126","2025-09-12 03:38:42.651000",220.83,-0.05,220.83,-0.05,0,233.87,232.08,roi,closed,ImprovedADXRSI,"",60,FUTURES,0.01,0.01,4,4,1.0,1.0,0,11.62,0.0,0.0,0.0,2
52,binance,LINK/USDT:USDT,LINK,USDT,0,0.0002,0.657487072,USDT,0.0002,0.662115936,USDT,24.431,24.431,3288.092847072,24.603,24.603,21.82471699,0.00663750021822973,21.82471699,3287.43536,3287.43536,134.56,134.561989937914,"2025-09-12 02:00:33.950958","2025-09-12 02:30:46.666000",23.21,-0.05,23.21,-0.05,0,24.612,24.401,roi,closed,ImprovedADXRSI,"",60,FUTURES,0.01,0.001,4,4,1.0,1.0,0,1.222,0.0,0.0,0.0,2
